Značka,Název,Cena,Úhlopříčka,Rozlišení,RAM (GB),Disk (GB),SSD,CPU
ASUS,ProArt P16 H7606WI-OLED007X,89490,16,3840x2400,64,2000.0,1,AMD Ryzen AI 9-HX370
ASUS,TUF Gaming A14 FA401WU-RG048X Jaeger,44990,14,2560x1600,32,1000.0,1,AMD Ryzen AI 9-HX370
ASUS,TUF Gaming A17 FA706NFR-HX044W,21490,17.3,1920x1080,16,1000.0,1,AMD Ryzen 7-7435HS
Lenovo,IdeaPad Slim 5 15ARP10,26490,15.1,2560x1600,32,1000.0,1,AMD Ryzen 7-7735HS
ASUS,TUF Gaming A15 FA506NC-HN038,18990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
MacBook,Pro PRO MAX US 2024,215990,16.2,3456x2234,,128.0,1,Apple M4
Dell,Dell Latitude 7450,41790,14,1920x1200,32,512.0,1,Intel Ultra 7-165U
ASUS,Zenbook A14 UX3407RA-OLED027X Iceland,33090,14,1920x1200,16,1000.0,1,Snapdragon X Elite X1E-78-100
HP,HP ZBook Firefly 14 G11,59790,14,2560x1600,64,2000.0,1,Intel Ultra 7-165H
Lenovo,Yoga Pro 7 14ASP9,37990,14.5,2880x1800,32,1000.0,1,AMD Ryzen AI 9-365
HP,HP Dragonfly G4 LTE,47190,13.5,1920x1280,16,1000.0,1,Intel i7-1355U
Microsoft,Surface Pro,46190,13,2880x1920,16,1000.0,1,Snapdragon X Elite X1E-80-100
ASUS,Zenbook A14 UX3407RA-OLED024X Zabriskie Beige,33790,14,1920x1200,32,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,IdeaPad Slim 5 14IRH10 Cosmic,19989,14,1920x1200,16,1000.0,1,Intel i7-13620H
Acer,Aspire 14 AI Steel,21890,14,1920x1200,16,512.0,1,Intel Ultra 5-226V
ASUS,Vivobook S 14 OLED S5406SA-OLED179X Mist,32490,14,1920x1200,32,1000.0,1,Intel Ultra 7-258V
ASUS,Vivobook S 14 OLED S5406SA-OLED006W Mist,27990,14,1920x1200,16,1000.0,1,Intel Ultra 7-256V
ASUS,Zenbook Duo UX8406CA-OLED166X Basalt,76990,14,2880x1800,32,1000.0,1,Intel Ultra 9-285H
MSI,MSI Prestige 16 AI Evo B1MG-004CZ,28890,16,2560x1600,32,1000.0,1,Intel Ultra 7-155H
HP,HP Pavilion x360 14-ek1010nc,11990,14,1920x1080,4,128.0,1,Intel Processor U300
Dell,Dell Latitude 5450,34590,14,1920x1080,32,512.0,1,Intel Ultra 7-165U
HP,HP EliteBook 645 G11,23490,14,1920x1200,16,512.0,1,AMD Ryzen 5-7535U
Microsoft,Surface Laptop7th Edition,39990,15,2496x1664,16,512.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Lenovo ThinkPad X13 2-in-1 Gen 5 LTE,37190,13.3,1920x1200,16,512.0,1,Intel Ultra 5-125U
ASUS,Vivobook 17 X1704VA-AU527W,20490,17.3,1920x1080,16,1000.0,1,Intel i5-1334U
ASUS,Vivobook S14 S3407QA-KP014W Matte,21490,14,2560x1600,16,1000.0,1,Snapdragon X X1-26-100
ASUS,Vivobook S16 S3607CA-RP020W Matte,23490,16,1920x1200,16,512.0,1,Intel Ultra 7-255H
ASUS,Vivobook S16 S3607CA-RP006W,25490,16,1920x1200,16,1000.0,1,Intel Ultra 7-255H
VICTUS,VICTUS by HP 15-fb3956nc Performance,21990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-8645HS
HP,ProBook 450 G10,18990,15.6,1920x1080,16,512.0,1,Intel i5-1334U
ASUS,ASUS ExpertBook P3 P3405CVA-LY0012X,28990,14,1920x1200,32,1000.0,1,Intel i7-13620H
ASUS,Vivobook S 16 OLED M5606KA-OLED094X,33490,16,2880x1800,24,1000.0,1,AMD Ryzen AI 7-350
MacBook,Air SK 2024,33459,15.3,2880x1864,8,512.0,1,Apple M3
Lenovo,IdeaPad Slim 5 14Q8X9,25390,14,1920x1200,32,1000.0,1,Snapdragon X Plus X1P-42-100
Lenovo,Lenovo LOQ Essential 15IAX9E,16590,15.6,1920x1080,16,512.0,1,Intel i5-12450HX
HP,HP EliteBook 840 G10,33190,14,2560x1600,32,1000.0,1,Intel i5-1340P
ASUS,ASUS ExpertBook B3 B3604CVA-Q91079XA,20490,16,1920x1200,16,512.0,1,Intel i5-1335U
VICTUS,VICTUS by HP 15-fa2700nc Mica,21490,15.6,1920x1080,16,512.0,1,Intel i5-13420H
Acer,Aspire 5 15 Steel,21690,15.6,1920x1080,16,1000.0,1,Intel i5-13420H
Acer,Aspire 15 Steel,23590,15.6,2560x1440,32,1000.0,1,Intel i7-13620H
Lenovo,Yoga Slim 7 15ILL9 Aura Edition,41989,15.3,2880x1800,32,1000.0,1,Intel Ultra 7-258V
Lenovo,IdeaPad Flex 5 14ALC7 Lenovo,15989,14,1920x1200,8,512.0,1,AMD Ryzen 5-5500U
HP,HP EliteBook X G1a 14,57490,14,1920x1200,32,1000.0,1,AMD Ryzen AI 7-PRO360
Microsoft,Surface Pro 11 Platinum for business,74090,13,2880x1920,32,1000.0,1,Intel Ultra 7-268V
Acer,Acer Nitro V 15 v balení,25090,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
Acer,Acer Nitro V 15 v balení,25990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-7735HS
Acer,Aspire 5 Steel,17990,15.6,1920x1080,32,1000.0,1,Intel i5-12450H
VICTUS,VICTUS by HP 15-fb2433nc Mica,28690,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-8645HS
MacBook,Air SK 2024,35624,13.6,2560x1664,24,512.0,1,Apple M3
HP,HP ZBook Power G11 A,58890,16,2560x1600,32,2000.0,1,AMD Ryzen 7-8845HS
Lenovo,Lenovo LOQ 15IAX9I,16490,15.6,1920x1080,24,512.0,1,Intel i5-12450HX
Lenovo,Lenovo ThinkPad E14 Gen 5,27290,14,1920x1200,16,1000.0,1,Intel i7-1355U
HP,HP ZBook Power G11 A,55790,16,2560x1600,32,2000.0,1,AMD Ryzen 7-8845HS
ASUS,Vivobook 15 M1502YA-NJ588W,12790,15.6,1920x1080,8,512.0,1,AMD Ryzen 7-5825U
ASUS,Vivobook S16 S3607VA-RP012W Matte,22990,16,1920x1200,16,1000.0,1,Intel i7-13620H
ASUS,Vivobook 15 M1502YA-NJ586W,17490,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-5825U
VICTUS,VICTUS by HP 15-fb3961nc Performance,30990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-8845HS
VICTUS,VICTUS by HP 15-fa2701nc Mica,24990,15.6,1920x1080,16,512.0,1,Intel i5-13420H
Acer,Acer Nitro V 16,37790,16,2560x1600,32,1000.0,1,Intel i7-14650HX
Acer,Aspire 15 Steel,19990,15.6,1920x1080,16,1000.0,1,Intel i7-13620H
HP,HP OmniBook Ultra Flip 14-fh0000nc,39990,14,2880x1800,16,1000.0,1,Intel Ultra 5-226V
Acer,Aspire 16 Steel,23490,16,1920x1200,16,1000.0,1,Intel Core 5-120U
Acer,Acer Nitro V 15 v balení,23590,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
ASUS,Vivobook S 14 OLED S5406SA-OLED106X Mist,30490,14,1920x1200,16,1000.0,1,Intel Ultra 7-256V
Lenovo,Lenovo ThinkPad P16v Gen 2,48790,16,1920x1200,32,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad P16v Gen 2,55490,16,1920x1200,32,1000.0,1,Intel Ultra 7-155H
MacBook,Pro PRO US 2024,74990,16.2,3456x2234,24,512.0,1,Apple M4
HP,HP EliteBook 845 G11,47990,14,1920x1200,32,1000.0,1,AMD Ryzen 7-8840HS
Lenovo,Lenovo ThinkPad P1 Gen 7,65490,16,1920x1200,32,1000.0,1,Intel Ultra 7-165H
HP,HP Pavilion x360 14-ek1012nc,22790,14,1920x1080,16,1000.0,1,Intel i5-1335U
MacBook,Pro MAX CZ 2023,89990,16.2,3456x2234,36,1000.0,1,Apple M3
MacBook,Air CZ 2022,36990,13.6,2560x1664,16,1000.0,1,Apple M2
MacBook,Pro MAX CZ 2023,85190,16.2,3456x2234,36,1000.0,1,Apple M3
ASUS,Vivobook 16 FlipTP3607SA-OLED034X Matte,33490,16,2880x1800,16,1000.0,1,Intel Ultra 7-256V
MacBook,Air International 2025,41990,13.6,2560x1664,24,512.0,1,Apple M4
HP,HP OmniBook Ultra Flip 14-fh0001nc Athmospheric,52990,14,2880x1800,32,2000.0,1,Intel Ultra 7-258V
HP,HP 17-cn3004nc,18990,17.3,1920x1080,16,512.0,1,Intel i5-1334U
Microsoft,Surface Laptop 7 for business,80390,15,2496x1664,32,1000.0,1,Intel Ultra 7-268V
Microsoft,Surface Laptop 7 Platinum for business,45090,13.8,2304x1536,16,256.0,1,Intel Ultra 5-236V
MacBook,Pro PRO International 2024,97490,16.2,3456x2234,48,1000.0,1,Apple M4
Lenovo,Lenovo ThinkPad P1 Gen 7,79290,16,2560x1600,32,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad P14s Gen 5,46490,14.5,1920x1200,16,512.0,1,Intel Ultra 7-155H
Acer,Acer Predator Triton Neo 16 Sparkly,50890,16,3200x2000,32,1000.0,1,Intel Ultra 9-185H
ASUS,Zenbook Duo UX8406CA-OLED067X Basalt,49090,14,2880x1800,32,1000.0,1,Intel Ultra 7-255H
ASUS,ROG Zephyrus G16 GU603VV-NEBULA078W,41390,16,2560x1600,32,1000.0,1,Intel i7-13620H
Lenovo,Lenovo ThinkPad P16s Gen 2 Villi,32590,16,1920x1200,16,512.0,1,AMD Ryzen 7-7840U
Dell,Dell Latitude 7455 Touch,42590,14,2560x1600,32,1000.0,1,Snapdragon X Elite X1E-80-100
Lenovo,Lenovo ThinkPad T14 Gen 5,46490,14,1920x1200,32,1000.0,1,Intel Ultra 7-155U
ASUS,Vivobook 14 Flip TP3407SA-OLED040X Matte,30490,14,1920x1200,16,1000.0,1,Intel Ultra 7-256V
HP,HP EliteBook X Flip G1i 14,57490,14,1920x1200,32,512.0,1,Intel Ultra 5-228V
HP,HP EliteBook Ultra G1i 14,54490,14,2880x1800,16,512.0,1,Intel Ultra 5-226V
Microsoft,Surface Pro 11 Platinum for business,68190,13,2880x1920,32,512.0,1,Intel Ultra 7-268V
Acer,Acer TravelMate P2 15,21490,15.6,1920x1080,16,512.0,1,Intel Core 5-120U
MSI,MSI Prestige 16 AI,44990,16,2560x1600,32,1000.0,1,Intel Ultra 9-288V
MSI,MSI Prestige 14 AI,39990,14,2880x1800,32,1000.0,1,Intel Ultra 9-288V
MSI,MSI Prestige A16 AI,49190,16,3840x2400,32,1000.0,1,AMD Ryzen AI 9-365
HP,HP OmniBook X 14-fe0911nc Meteor,27690,14,2240x1400,32,1000.0,1,Snapdragon X Elite X1E-78-100
HP,HP Pavilion Aero 13-bg0002nc,22890,13.3,2560x1600,16,1000.0,1,AMD Ryzen 7-8840U
Acer,Acer Swift Go 14 EVO,25490,14,2880x1800,32,1000.0,1,Intel Ultra 9-185H
HP,HP ZBook Fury G11,67190,16,1920x1200,32,1000.0,1,Intel i7-14700HX
Microsoft,Surface Laptop,46490,13.8,2304x1536,32,1000.0,1,Snapdragon X Elite X1E-80-100
HP,HP OmniBook X 14-fe0911nc Meteor,33390,14,2240x1400,32,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Yoga Slim 7 15ILL9 AURA Edition,32290,15.3,2880x1800,16,512.0,1,Intel Ultra 7-256V
Acer,Chromebook Spin 314 Sparkly,11590,14,1920x1200,8,128.0,1,Intel Processor N100
Lenovo,Lenovo ThinkPad X13 2-in-1 Gen 5 LTE,48590,13.3,1920x1200,32,1000.0,1,Intel Ultra 7-155U
Microsoft,Surface Pro 10 Platinum for business,56990,13,2880x1920,32,256.0,1,Intel Ultra 7-165U
Lenovo,Lenovo ThinkBook 16 G7 IML,25590,16,1920x1200,16,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad X1 2-in-1 Gen 9,63490,14,1920x1200,32,1000.0,1,Intel Ultra 7-155U
MacBook,Air International 2024,36090,15.3,2880x1864,8,512.0,1,Apple M3
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep touch,53190,14,1920x1200,32,1000.0,1,Intel i7-1355U
Lenovo,Lenovo ThinkPad T14 Gen 2 LTE,39390,14,1920x1080,8,512.0,1,Intel i5-1135G7
Microsoft,Surface Laptop,45390,13.8,2304x1536,32,1000.0,1,Snapdragon X Elite X1E-80-100
HP,HP OmniBook X 14-fe0911nc Meteor,30890,14,2240x1400,32,1000.0,1,Snapdragon X Elite X1E-78-100
Acer,Acer Swift Go 14 EVO,26990,14,2880x1800,32,1000.0,1,Intel Ultra 9-185H
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep touch,50390,14,1920x1200,32,1000.0,1,Intel i7-1355U
Acer,Aspire 16 Steel,27990,16,2048x1280,32,1000.0,1,Intel Ultra 7-155H
Microsoft,Surface Pro 5G,38990,13,2880x1920,16,256.0,1,Snapdragon X Plus X1P-64-100
HP,HP 17-cn3006nc,22990,17.3,1920x1080,16,512.0,1,Intel i7-1355U
Microsoft,Surface Laptop 7 for business,72990,13.8,2304x1536,32,1000.0,1,Intel Ultra 7-268V
ASUS,TUF Gaming A16 FA608WV-QT048X Jaeger,50490,16,2560x1600,32,1000.0,1,AMD Ryzen AI 9-HX370
MacBook,Pro PRO US 2024,82490,14.2,3024x1964,48,512.0,1,Apple M4
MacBook,Pro PRO US 2024,86990,16.2,3456x2234,48,512.0,1,Apple M4
Lenovo,Lenovo ThinkPad T14 Gen 5,47390,14,1920x1200,16,1000.0,1,AMD Ryzen 7-PRO8840
MacBook,Air RU 2024,49990,15.3,2880x1864,16,1000.0,1,Apple M3
HP,HP OmniBook X 14-fe0900nn Meteor,29990,14,2240x1400,16,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Lenovo ThinkPad P1 Gen 7,101490,16,3840x2400,64,2000.0,1,Intel Ultra 9-185H
HP,HP EliteBook 845 G11,33390,14,1920x1200,16,1000.0,1,AMD Ryzen 5-8540U
Lenovo,Lenovo ThinkPad Z13 Gen 2 LTE Bronze/,69590,13.3,2880x1800,32,1000.0,1,AMD Ryzen 7-PRO7840
Lenovo,Yoga Slim 6 14IRH8,17590,14,1920x1200,16,512.0,1,Intel i5-13500H
HP,HP 15-fd1036nc,20990,15.6,1920x1080,16,1000.0,1,Intel Ultra 5-125H
VICTUS,VICTUS by HP 15-fb3043nc Mica,30990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-8845HS
HP,HP 14-ep0045nc,21990,14,1920x1080,16,1000.0,1,Intel i7-1355U
Microsoft,Surface Laptop 7 Platinum for business,78990,15,2496x1664,32,1000.0,1,Intel Ultra 7-268V
Microsoft,Surface Laptop 7 for business,45490,13.8,2304x1536,16,256.0,1,Intel Ultra 5-236V
Microsoft,Surface Pro 11 Platinum for business,46290,13,2880x1920,16,256.0,1,Intel Ultra 5-236V
Microsoft,Surface Pro 11 for business,46090,13,2880x1920,16,256.0,1,Intel Ultra 5-236V
MacBook,Pro US 2024,60490,14.2,3024x1964,16,1000.0,1,Apple M4
Lenovo,Lenovo ThinkPad P14s Gen 5,50948,14.5,1920x1200,16,512.0,1,Intel Ultra 5-125H
Lenovo,Lenovo ThinkPad P14s Gen 4 Villi,42990,14,1920x1200,16,512.0,1,Intel i5-1350P
Lenovo,Lenovo ThinkBook 14 G7 IML,19390,14,1920x1200,16,512.0,1,Intel Ultra 5-125U
MacBook,Pro PRO US 2024,60590,14.2,3024x1964,24,512.0,1,Apple M4
Acer,Acer Swift Go 14,22990,14,2240x1400,16,1000.0,1,Intel Ultra 7-155U
Lenovo,Lenovo ThinkBook 16 G7 IML,21790,16,1920x1200,16,1000.0,1,Intel Ultra 5-125U
Acer,Acer Swift 14 AI,36090,14,1920x1200,32,1000.0,1,AMD Ryzen AI 9-365
Microsoft,Surface Laptop,42490,15,2496x1664,16,512.0,1,Snapdragon X Elite X1E-78-100
Microsoft,Surface Pro,46890,13,2880x1920,16,1000.0,1,Snapdragon X Elite X1E-80-100
HP,HP EliteBook Ultra G1i 14,53790,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
Acer,Aspire 16 Steel,21890,16,2048x1280,16,512.0,1,Intel Ultra 5-115U
Acer,Aspire 15 Steel,17690,15.6,1920x1080,16,1000.0,1,Intel i5-13420H
HP,HP EliteBook X G1i 14,51490,14,1920x1200,16,512.0,1,Intel Ultra 5-226V
Microsoft,Surface Laptop 7 for business,49890,13.8,2304x1536,16,256.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 for business,68390,13.8,2304x1536,32,512.0,1,Intel Ultra 7-268V
Microsoft,Surface Laptop 7 for business,49490,13.8,2304x1536,16,512.0,1,Intel Ultra 5-236V
Microsoft,Surface Laptop 7 for business,65190,15,2496x1664,32,512.0,1,Intel Ultra 5-238V
Microsoft,Surface Laptop 7 Platinum for business,50890,15,2496x1664,16,256.0,1,Intel Ultra 5-236V
Microsoft,Surface Pro 11 for business,56490,13,2880x1920,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Pro 11 Platinum for business,61290,13,2880x1920,32,512.0,1,Intel Ultra 5-238V
Acer,Acer Nitro V 15,23990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
Acer,Aspire 16 Steel,25590,16,1920x1200,32,1000.0,1,Intel Ultra 7-155H
Acer,Aspire Go 15,9489,15.6,1920x1080,8,512.0,1,Intel Processor N150
Acer,Chromebook Spin 314 Sparkly,13090,14,1920x1200,8,256.0,1,Intel i3-N305
Dell,Dell Vostro 3440,16390,14,1920x1200,8,512.0,1,Intel i5-1335U
HP,HP Elite x360 1040 G11,50290,14,1920x1200,16,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad X13 Gen 2 Villi,31490,13.3,1920x1200,8,256.0,1,Intel i5-1145G7
HP,HP EliteBook X G1i 14,54390,14,2560x1600,32,1000.0,1,Intel Ultra 7-258V
VICTUS,VICTUS by HP 15-fa1030nc,15390,15.6,1920x1080,8,512.0,1,Intel i5-12450H
Microsoft,Surface Laptop 7 Platinum for business,72990,15,2496x1664,32,512.0,1,Intel Ultra 7-268V
Microsoft,Surface Laptop 7 for business,56490,13.8,2304x1536,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 Platinum for business,59390,13.8,2304x1536,32,512.0,1,Intel Ultra 5-238V
Microsoft,Surface Laptop 7 Platinum for business,52790,13.8,2304x1536,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Pro 11 Platinum for business,62290,13,2880x1920,16,1000.0,1,Intel Ultra 7-266V
Microsoft,Surface Pro 11 for business,53590,13,2880x1920,16,256.0,1,Intel Ultra 7-266V
Microsoft,Surface Pro 11 for business,49690,13,2880x1920,16,512.0,1,Intel Ultra 5-236V
HP,HP EliteBook 1040 G10 LTE 3 roky ONSITE,47490,14,1920x1200,16,512.0,1,Intel i7-1355U
Acer,Acer TravelMate P6 14 EVO Galaxy,29790,14,1920x1200,16,512.0,1,Intel Ultra 5-125H
Acer,Aspire 16 Steel,23990,16,2048x1280,16,1000.0,1,Intel Ultra 5-125H
Microsoft,Surface Laptop 7 Platinum for business,58290,15,2496x1664,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 Platinum for business,55390,15,2496x1664,16,256.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 for business,53790,15,2496x1664,16,512.0,1,Intel Ultra 5-236V
Microsoft,Surface Laptop 7 Platinum for business,65190,15,2496x1664,32,512.0,1,Intel Ultra 5-238V
Microsoft,Surface Pro 11 Platinum for business,53590,13,2880x1920,16,256.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 for business,62190,15,2496x1664,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 for business,58090,15,2496x1664,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 Platinum for business,49890,13.8,2304x1536,16,256.0,1,Intel Ultra 7-266V
Microsoft,Surface Laptop 7 Platinum for business,51590,13.8,2304x1536,16,512.0,1,Intel Ultra 5-236V
Microsoft,Surface Pro 11 Platinum for business,56890,13,2880x1920,16,512.0,1,Intel Ultra 7-266V
Microsoft,Surface Pro 11 Platinum for business,57390,13,2880x1920,32,256.0,1,Intel Ultra 5-238V
MacBook,Pro PRO CZ 2023,67990,16.2,3456x2234,36,512.0,1,Apple M3
Macbook,Air International 2022,30590,13.6,2560x1664,16,512.0,1,Apple M2
MacBook,Air US 2022,35690,13.6,2560x1664,16,1000.0,1,Apple M2
MacBook,Pro MAX International English 2021,59800,14.2,3024x1964,32,1000.0,1,Apple M1
Lenovo,IdeaPad 1 15ALC7,9339,15.6,1920x1080,8,512.0,1,AMD Ryzen 5-5625U
ASUS,TUF Gaming A17 FA706NFR-HX043W,17890,17.3,1920x1080,16,1000.0,1,AMD Ryzen 7-7435HS
HP,ProBook 455 G9,14390,15.6,1920x1080,8,512.0,1,AMD Ryzen 5-5625U
MSI,MSI Vector 16 HX A13VHG-458XCZ,48390,16,2560x1600,32,1000.0,1,Intel i9-13980HX
Lenovo,IdeaPad Gaming 3 15ACH6 Shadow,13890,15.6,1920x1080,8,512.0,1,AMD Ryzen 5-5500H
Acer,Acer Swift 3 EVO Sparkly,17790,13.5,2256x1504,16,1000.0,1,Intel i7-1165G7
Acer,Aspire 5 15 Steel,13590,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7430U
Lenovo,Lenovo LOQ 15IAX9,22790,15.6,1920x1080,24,512.0,1,Intel i5-12450HX
ASUS,ROG Strix G15 G513IM-HN008W,18500,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-4800H
GIGABYTE,GIGABYTE G5 KC,17800,15.6,1920x1080,16,512.0,1,Intel i5-10500H
Lenovo,IdeaPad Gaming 3 15ACH6 Shadow,18500,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-5600H
Lenovo,Pro 7 16IRX8H,47390,16,2560x1600,32,1000.0,1,Intel i9-13900HX
Acer,Acer Predator Helios 300 3D SpatialLabs Abyssal,52290,15.6,3840x2160,32,2000.0,1,Intel i9-12900H
Acer,Acer Predator Helios 300 Abyssal,29590,15.6,2560x1440,32,1000.0,1,Intel i9-12900H
MacBook,Pro Retina CZ 2020 s Touch Barem,38390,13.3,2560x1600,16,512.0,1,Intel i7-1068NG7
ASUS,Zenbook S 13 OLED UX5304VA-OLED183W Basalt,24890,13.3,2880x1800,16,512.0,1,Intel i5-1335U
VICTUS,VICTUS by HP 16-r1902nc Mica,38190,16.1,2560x1440,32,1000.0,1,Intel i7-14700HX
MSI,MSI Prestige 14 Evo A12M-094CZ,16790,14,1920x1080,16,1000.0,1,Intel i5-1240P
HP,HP ENVY 17-cr0902nc,23990,17.3,1920x1080,32,1000.0,1,Intel i7-1255U
Lenovo,IdeaPad Slim 5 16IRL8,15090,16,1920x1200,16,512.0,1,Intel i5-13420H
Lenovo,IdeaPad Slim 5 16IRL8,21090,16,1920x1200,16,1000.0,1,Intel i7-13620H
ASUS,TUF Gaming A15 FA507NV-LP031W Jaeger,28490,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-7735HS
Lenovo,Lenovo LOQ 15IRH8,29690,15.6,2560x1440,16,1000.0,1,Intel i7-13700H
Acer,Aspire 5 15 Steel,10190,15.6,1920x1080,8,512.0,1,Intel i3-1315U
MacBook,Air International 2024,32690,15.3,2880x1864,16,256.0,1,Apple M3
Acer,Acer Nitro 17,38690,17.3,2560x1440,32,1000.0,1,AMD Ryzen 9-8945HS
Lenovo,Lenovo Legion 5 15ACH6H Phantom /Shadow,25500,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-5800H
Acer,Acer Nitro 5 Shale,23900,17.3,1920x1080,16,1000.0,1,Intel i7-11800H
Acer,Aspire 5,12400,15.6,1920x1080,8,512.0,1,Intel i5-1135G7
Asus,Zenbook S UX393EA-HK004T Jade,30590,13.9,3300x2200,16,512.0,1,Intel i7-1165G7
Microsoft,Surface Laptop 5,23800,15,2496x1664,8,512.0,1,Intel i7-1255U
Microsoft,Surface Pro 7,16900,12.3,2736x1824,8,128.0,1,Intel i5-1135G7
Dell,Dell Latitude 5520,24600,15.6,1920x1080,16,512.0,1,Intel i7-1185G7
MacBook,Pro MAX CZ 2023,80590,14.2,3024x1964,36,1000.0,1,Apple M3
MacBook,Pro PRO SK 2023,45990,14.2,3024x1964,16,512.0,1,Apple M2
MacBook,Pro PRO CZ 2023,49790,14.2,3024x1964,16,1000.0,1,Apple M2
ASUS,Zenbook Pro 16X OLED UX7602ZM-ME008W Tech,48390,16,3840x2400,16,1000.0,1,Intel i7-12700H
Acer,Acer Predator Helios Neo 16 Abyssal,39390,16,2560x1600,32,1000.0,1,Intel i9-14900HX
MacBook,Pro MAX SK 2023,80290,16.2,3456x2234,32,1000.0,1,Apple M2
Lenovo,Lenovo LOQ 15IRX9,29690,15.6,2560x1440,16,1000.0,1,Intel i7-13650HX
Acer,Acer Nitro 16,27190,16,2560x1600,16,1000.0,1,AMD Ryzen 7-7840HS
Dell,Dell Vostro 5415,14900,14,1920x1080,8,512.0,1,AMD Ryzen 5-5500U
MacBook,Pro PRO CZ 2021,58890,14.2,3024x1964,32,1000.0,1,Apple M1
Lenovo,Yoga Book 9 13IRU8 Tidal Teal Lenovo,43190,13.3,2880x1800,16,1000.0,1,Intel i7-1355U
MacBook,Pro MAX CZ 2021,66890,16.2,3456x2234,32,1000.0,1,Apple M1
Acer,Acer Nitro 5,13900,15.6,1920x1080,8,512.0,1,Intel i5-10300H
Lenovo,Lenovo ThinkPad T16 Gen 2 Thunder,42700,16,3840x2400,32,1000.0,1,Intel i7-1355U
MacBook,Air CZ 2022,31990,13.6,2560x1664,16,512.0,1,Apple M2
MacBook,Air CZ 2023,43690,15.3,2880x1864,24,512.0,1,Apple M2
MacBook,Pro CZ 2022,46190,13.3,2560x1600,24,1000.0,1,Apple M2
MacBook,Pro PRO CZ 2021,41790,14.2,3024x1964,16,1000.0,1,Apple M1
MacBook,Pro PRO US 2021,41190,14.2,3024x1964,16,512.0,1,Apple M1
MacBook,Pro MAX CZ 2021,63490,16.2,3456x2234,64,4000.0,1,Apple M1
MacBook,Air CZ 2022,34390,13.6,2560x1664,16,512.0,1,Apple M2
MacBook,Pro CZ 2023,42990,14.2,3024x1964,8,512.0,1,Apple M3
MacBook,Pro PRO CZ 2021,50890,14.2,3024x1964,32,512.0,1,Apple M1
MacBook,Pro MAX CZ 2023,63490,14.2,3024x1964,32,1000.0,1,Apple M2
Dell,Dell Vostro 3510,14090,15.6,1920x1080,16,512.0,1,Intel i5-1135G7
MacBook,Pro MAX CZ 2021,59900,16.2,3456x2234,32,1000.0,1,Apple M1
Lenovo,Pro 16ITH6H /,36900,16,2560x1600,32,1000.0,1,Intel i7-11800H
Lenovo,Yoga Duet 7 13ITL6 Slate Lenovo,25100,13,2160x1350,16,1000.0,1,Intel i7-1165G7
Lenovo,Lenovo LOQ 15IAX9I,16390,15.6,1920x1080,16,512.0,1,Intel i5-12450HX
MacBook,Pro PRO CZ 2021,46190,14.2,3024x1964,16,512.0,1,Apple M1
MacBook,Pro MAX CZ 2021,82390,14.2,3024x1964,32,1000.0,1,Apple M1
MacBook,Air CZ 2022,32390,13.6,2560x1664,16,512.0,1,Apple M2
MacBook,Pro PRO International English 2021,60090,16.2,3456x2234,32,512.0,1,Apple M1
MacBook,Pro PRO US 2021,61190,14.2,3024x1964,32,1000.0,1,Apple M1
VICTUS,VICTUS by HP 16-r0902nc Mica,25390,16.1,1920x1080,16,1000.0,1,Intel i5-13500H
